,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette
429,3,ămfrăʹctus,L.,,,a.,35.0,25,amfractus
430,4,ăʹmĭable,L.,,,a.,36.0,25,amiable
431,5,ăʹmĭableneſs,,,,n.,37.0,25,amiableness
432,4,amĭăʹntus,G.,,,n.,38.0,25,amiantus
433,4,ăʹmĭcable,L.,,,a.,39.0,25,amicable
434,3,āʹmĭty,L.,,,n.,40.0,25,amity
435,2,ăʹmmā,,,,n.,41.0,25,amma
436,2,ăʹmmon,,,,n.,42.0,25,ammon
437,5,ămmŭnĭʹtion,F.,,,n.,43.0,25,ammunition
438,3,ăʹmnĕſty,G.,,,n.,44.0,25,amnesty
439,4,ămŏrōʹſo,L.,,,n.,45.0,25,amoroso
440,3,ăʹmŏr_o_us,L.,,,a.,46.0,25,amorous
441,2,āmŏʹrt,F.,,,a.,47.0,25,amort
442,2,amȯu̇nt,,nbSyll>1 et pas d'accent tonic,,n.,48.0,25,amouont
443,3,amouʹrs,F.,,,n.,49.0,25,amours
444,3,amouʹsès,,,,n.,50.0,25,amouses
445,4,ămphĭʹbĭ_o_us,G.,,,a.,51.0,25,amphibious
446,6,amphĭbŏlōʹgĭcal,G.,,,a.,52.0,25,amphibological
447,5,amphĭbŏʹlŏgy,G.,,,n.,53.0,25,amphibology
448,4,ămphĭʹſcĭī,G.,,,n.,54.0,25,amphiscii
449,5,amphĭtheʹatre,G.,,,n.,55.0,25,amphitheatre
450,2,ăʹmple,L.,,,a.,56.0,25,ample
451,6,amplĭfĭcāʹtion,,,,n.,57.0,25,amplification
452,3,ăʹmplĭfy,L.,,,v.,58.0,25,amplify
453,3,ăʹmplĭtūde,L.,,,n.,59.0,25,amplitude
454,5,ampūtāʹtion,L.,,,n.,60.0,25,amputation
455,3,ăʹmūlet,L.,,,n.,61.0,25,amulet
456,2,amūʹſe,F.,,,v.,62.0,25,amuse
457,3,amūʹſement,,,,n.,63.0,25,amusement
458,4,amyʹgdălāte,L.,,,n.,64.0,25,amygdalate
459,2,ăʹnā,G.,,,n.,65.0,25,ana
460,4,anăbăʹptiſts,G.,,,n.,66.0,25,anabaptists
461,4,ăʹnăcăʹmptic,G.,,,a.,67.0,25,anacamptic
462,5,ănăcăthăʹrtics,G.,,,n.,68.0,25,anacathartics
463,7,ănăcĕphălæʹŏſis,G.,,,n.,69.0,25,anacephalæosis
464,4,anăʹc_h_rŏniſm,G.,,,n.,70.0,25,anachronism
465,5,anăcrēŏʹntic,G.,,,n.,71.0,25,anacreontic
466,3,ăʹnăgrăm,G.,,,n.,72.0,25,anagram
467,5,ănăgrăʹmmătiſt,,,,n.,73.0,25,anagrammatist
468,4,ănălĕʹptic,G.,,,a.,2.0,26,analeptic
469,4,analeʹptics,,,,n.,3.0,26,analeptics
470,4,ănăʹlŏgy,G.,,,n.,4.0,26,analogy
471,4,ănăʹly̆ſis,G.,,,n.,5.0,26,analyosis
472,4,analy̆ʹtic,G.,,,a.,6.0,26,analyotic
473,3,ănāʹnā,,,,n.,7.0,26,anana
474,3,ăʹnărchy,G.,,,n.,8.0,26,anarchy
475,4,ănăfaʹrcā,G.,,,n.,9.0,26,anafarca
476,5,ănăſtŏmăʹtics,G.,,,n.,10.0,26,anastomatics
477,4,ănăʹthĕmā,G.,,,n.,11.0,26,anathema
478,5,anăʹthĕmătīze,,,,v.,12.0,26,anathematize
479,4,ănăʹtociſm,G.,,,n.,13.0,26,anatocism
480,5,ănătŏʹmĭcal,,,,a.,14.0,26,anatomical
481,4,ănăʹtŏmiſt,,,,n.,15.0,26,anatomist
482,4,ănăʹtŏmy,G.,,,n.,16.0,26,anatomy
483,3,ăʹncĕſtors,L.,,,n.,17.0,26,ancestors
484,2,ăʹnc_h_or,L.,,,n.,18.0,26,anchor
485,3,ăʹnc_h_ŏrage,,,,n.,19.0,26,anchorage
486,3,ăʹnc_h_ŏrīte,G.,,,n.,20.0,26,anchorite
487,3,ăʹnchŏvy,,,,n.,21.0,26,anchovy
488,3,ăʹnc_h_ylops,G.,,,n.,22.0,26,anchylops
489,3,ăʹncĭent,F.,,,a.,23.0,26,ancient
490,4,ăʹncĭently,,,,p.,24.0,26,anciently
491,2,ăʹncle,,,,n.,25.0,26,ancle
492,2,ăndăʹnte,,,,n.,26.0,26,andante
493,3,ane˘ʹcdŏtes,G.,,,n.,27.0,26,anecdotes
494,4,ănĕʹmŏny,,,,n.,28.0,26,anemony
495,2,ăʹngel,G.,,,n.,29.0,26,angel
496,4,ăngĕʹlĭcā,,,,n.,30.0,26,angelica
497,4,ăngĕʹlĭcal,G.,,,a.,31.0,26,angelical
498,2,ăʹnger,,,,n.,32.0,26,anger
499,2,ăʹngī,,,,n.,33.0,26,angi
500,3,angīʹnā,L.,,,n.,34.0,26,angina
501,2,ăʹngle,L.,,,n.,35.0,26,angle
502,3,ăʹnglīciſm,,,,n.,36.0,26,anglicism
503,2,ăʹngred,,,,a.,37.0,26,angred
504,3,ănguĭʹlles,,,,n.,38.0,26,anguilles
505,2,ăʹnguĭſh,L.,,,n.,39.0,26,anguish
506,3,ăʹngŭlar,L.,,,a.,40.0,26,angular
507,3,ănhēʹlus,L.,,,n.,41.0,26,anhelus
508,6,ănĭmădvĕʹrſion,L.,,,n.,42.0,26,animadversion
509,4,ănĭmădvĕʹrt,L.,,,v.,43.0,26,animadvert
510,3,ăʹnĭmal,L.,,,n.,44.0,26,animal
511,4,ănĭmaʹlcūle,L.,,,n.,45.0,26,animalcule
512,3,ăʹnĭmāte,L.,,,v.,46.0,26,animate
513,4,ăʹnĭmāted,,,,a.,47.0,26,animated
514,5,ănĭmŏʹſity,L.,,,n.,48.0,26,animosity
515,3,ăʹnnăliſt,,,,n.,49.0,26,annalist
516,2,ăʹnnăls,L.,,,n.,50.0,26,annals
517,2,ănneaʹls,,,,v.,51.0,26,anneals
518,3,ănnealʹing,,,,n.,52.0,26,annealing
519,2,ănnĕʹx,L.,,,v.,53.0,26,annex
520,4,ănnīʹhĭlāte,L.,,,v.,54.0,26,annihilate
521,6,annihĭlāʹtion,,,,n.,55.0,26,annihilation
522,5,ănnĭvĕʹrſăry,L.,,,n.,56.0,26,anniversary
523,5,annŏtāʹtion,L.,,,n.,57.0,26,annotation
524,2,ănnоʹу,F.,,,v.,58.0,26,annoy
525,3,ănnoʹyănce,F.,,,n.,59.0,26,annoyance
526,3,ăʹnnūal,L.,,,a.,60.0,26,annual
527,4,annūʹĭty,L.,,,n.,61.0,26,annuity
528,2,ănnuʹl,F.,,,v.,62.0,26,annul
529,3,ăʹnnūlar,L.,,,a.,63.0,26,annular
530,6,ănnŭncĭāʹtion,,,,n.,64.0,26,annunciation
531,3,ăʹnodynes,G.,,,n.,65.0,26,anodynes
532,2,ănoiʹnt,,,,v.,66.0,26,anoint
533,6,ănŏmălĭʹſtĭcal,,,,n.,67.0,26,anomalistical
534,4,anōʹmălous,G.,,,a.,68.0,26,anomalous
535,4,ănōʹmăly,G.,,,n.,69.0,26,anomaly
536,4,anŏʹny̆m_o_us,G.,,,a.,70.0,26,anonyomous
537,4,ăʹnŏrĕxy,G.,,,n.,71.0,26,anorexy
538,2,ăʹnſ_w_ĕr,,,,v.,72.0,26,answer
539,1,ant,,,,n.,73.0,26,ant
540,4,ăntăʹgŏniſt,G.,,,n.,2.0,27,antagonist
541,3,ăntăʹrctic,G.,,,n.,3.0,27,antarctic
542,6,ăntĕcēdāʹnē_o_us,,,,a.,4.0,27,antecedaneous
543,4,ăntĕcēʹdent,L.,,,n.,5.0,27,antecedent
544,4,anʹtĕchămber,F.,,,n.,6.0,27,antechamber
545,3,ăʹntĕdāte,F.,,,v.,7.0,27,antedate
546,6,antĕdĭlūʹviăn,L.,,,a.,8.0,27,antediluvian
547,6,ante˘me˘rĭʹdĭan,L.,,,n.,9.0,27,antemeridian
548,3,ăʹntĕpăſt,L.,,,n.,10.0,27,antepast
549,6,ante˘pēnŭʹltĭma,L.,,,n.,11.0,27,antepenultima
550,5,antepile˘ʹptics,G.,,,n.,12.0,27,antepileptics
551,4,ăntĕʹrior,L.,,,n.,13.0,27,anterior
552,2,ăʹnthem,G.,,,n.,14.0,27,anthem
553,5,anthe˘ſphōʹrĭā,G.,,,n.,15.0,27,anthesphoria
554,5,anthe˘ſtēʹrĭā,G.,,,n.,16.0,27,anthesteria
555,5,anthrōpŏʹphăgī,G.,,,n.,17.0,27,anthropophagi
556,5,antĭărthrĭʹtics,G.,,,n.,18.0,27,antiarthritics
557,5,antĭăſthmăʹtics,G.,,,n.,19.0,27,antiasthmatics
558,3,ăʹntĭc_h_īſt,G.,,,n.,20.0,27,antichist
559,5,antĭc_h_rĭʹſtĭan,,,,a.,21.0,27,antichristian
560,5,antĭʹcĭpāte,L.,,,v.,22.0,27,anticipate
561,2,ăʹntic,F.,,,n.,23.0,27,antic
562,3,ăʹntĭdote,G.,,,n.,24.0,27,antidote
563,5,antĭēme˘ʹtics,G.,,,n.,25.0,27,antiemetics
564,3,ăʹntĭlōpe,,,,n.,26.0,27,antilope
565,6,antĭmŏnăʹrc_h_ĭcal,G.,,,a.,27.0,27,antimonarchical
566,4,ăʹntĭmŏny,L.,,,n.,28.0,27,antimony
567,5,antĭne˘phre˘ʹtics,G.,,,n.,29.0,27,antinephretics
568,5,antĭnōʹmĭans,G.,,,n.,30.0,27,antinomians
569,4,antĭʹpăthy,G.,,,n.,31.0,27,antipathy
570,4,antĭʹphŏnè,G.,,,n.,32.0,27,antiphone
571,4,antĭʹpodès,,,,n.,33.0,27,antipodes
572,3,aʹntĭpope,G.,,,n.,34.0,27,antipope
573,4,anʹtĭquāry,L.,,,n.,35.0,27,antiquary
574,3,ănʹtĭquāte,L.,,,v.,36.0,27,antiquate
575,2,ăʹntĭq_ue_,L.,,,a.,37.0,27,antique
576,4,antĭʹquĭty,L.,,,n.,38.0,27,antiquity
577,4,ăntĭʹſcĭī,,,,n.,39.0,27,antiscii
578,5,antĭſcŏrbūʹtics,L.,,,n.,40.0,27,antiscorbutics
579,4,antĭʹthe˘ſis,G.,,,n.,41.0,27,antithesis
580,7,ăntĭtrĭnĭtāʹrĭans,,,,n.,42.0,27,antitrinitarians
581,3,ăʹntĭtȳpe,G.,,,n.,43.0,27,antitype
582,6,antĭve˘nēʹrĭals,L.,,,n.,44.0,27,antivenerials
583,2,ăʹntlers,,,,n.,45.0,27,antlers
584,4,ănxīʹĕty,L.,,,n.,46.0,27,anxiety
585,3,ăʹnxĭ_o_us,,,,a.,47.0,27,anxious
586,2,ăʹpāce,,,,p.,48.0,27,apace
587,2,aparʹt,,,,p.,49.0,27,apart
588,3,apăʹrtment,,,,n.,50.0,27,apartment
589,3,ăʹpăthy,G.,,,n.,51.0,27,apathy
590,1,āpe,,,,n.,52.0,27,ape
591,3,ape˘ʹpſy,G.,,,n.,53.0,27,apepsy
592,3,ăʹpĕrtūre,L.,,,n.,54.0,27,aperture
593,2,ăʹpex,L.,,,n.,55.0,27,apex
594,4,aphēʹlĭon,G.,,,n.,56.0,27,aphelion
595,3,ăʹphŏriſm,G.,,pas de {POS} indiquée dans le dictionnaire.,,57.0,27,aphorism
596,4,apŏʹcalypſe,G.,,,n.,58.0,27,apocalypse
597,4,apŏʹcry̆phā,G.,,,n.,59.0,27,apocryopha
598,4,ăpŏʹcry̆phal,G.,,,a.,60.0,27,apocryophal
599,3,apŏʹllo,,,,n.,61.0,27,apollo
600,4,apŏʹllyon,G.,,,n.,62.0,27,apollyon
601,4,apŏʹlogīze,G.,,,v.,63.0,27,apologize
602,3,ăʹpŏlog_ue_,G.,,,n.,64.0,27,apologue
603,4,apŏʹlŏgy,G.,,,n.,65.0,27,apology
604,3,apophʹthe_g_m,G.,,,n.,66.0,27,apophthegm
605,4,ăʹpŏplĕxy,G.,,,n.,67.0,27,apoplexy
606,3,apŏʹſtă,,,,n.,68.0,27,aposta
607,4,apŏʹſtaſy,G.,,,n.,69.0,27,apostasy
608,3,apŏʹſtāte,G.,,,n.,70.0,27,apostate
609,4,apŏʹſtătīze,,,,v.,71.0,27,apostatize
610,3,apŏʹſtle,G.,,,n.,72.0,27,apostle
611,4,apŏʹſtrŏphè,G.,,,n.,73.0,27,apostrophe
612,5,apŏʹthĕcary,G.,,,n.,2.0,28,apothecary
613,5,ăpŏthēʹŏſis,G.,,,n.,3.0,28,apotheosis
614,2,ăppaʹl,,,,v.,4.0,28,appal
615,4,ăppărāʹtus,L.,,,n.,5.0,28,apparatus
616,3,ăppăʹrel,F.,,,n.,6.0,28,apparel
617,3,ăppāʹrent,L.,,,a.,7.0,28,apparent
618,5,ăppărĭʹtion,L.,,,n.,8.0,28,apparition
619,4,ăppăʹrĭtor,L.,,,n.,9.0,28,apparitor
620,2,ăppeaʹl,L.,,,v.,10.0,28,appeal
621,2,ăppeaʹr,L.,,,v.,11.0,28,appear
622,3,ăppeaʹrănce,,,,n.,12.0,28,appearance
623,2,ăppeaʹſe,F.,,,v.,13.0,28,appease
624,3,ăppĕʹllant,L.,,,n.,14.0,28,appellant
625,5,ăppĕllāʹtion,L.,,,n.,15.0,28,appellation
626,3,ăppĕlleeʹ,,,,n.,16.0,28,appellee
627,3,ăppĕʹndage,L.,,,n.,17.0,28,appendage
628,3,ăʹppĕnage,L.,,,n.,18.0,28,appenage
629,3,ăppĕʹndix,L.,,,n.,19.0,28,appendix
630,3,ăppĕrtaĭʹn,L.,,,v.,20.0,28,appertain
631,4,ăʹppĕtĕncy,,,,n.,21.0,28,appetency
632,3,ăʹppetīte,L.,,,n.,22.0,28,appetite
633,2,applauʹd,L.,,,v.,23.0,28,applaud
634,2,ăʹpple,,,,n.,24.0,28,apple
635,5,applĭcāʹtion,L.,,,n.,25.0,28,application
636,2,ăpplyʹ,L.,,,v.,26.0,28,apply
637,2,ăppoiʹnt,F.,,,v.,27.0,28,appoint
638,3,ăppoiʹntment,F.,,,n.,28.0,28,appointment
639,4,ăppŏʹrtion,L.,,,v.,29.0,28,apportion
640,3,ăʹppŏſīte,L.,,,a.,30.0,28,apposite
641,2,ăppraiʹſe,F.,,,v.,31.0,28,appraise
642,3,ăppraiʹſ_e_ment,F.,,,n.,32.0,28,appraisement
643,3,ăppraiʹſer,,,,n.,33.0,28,appraiser
644,3,ăpprĕhĕʹnd,L.,,,v.,34.0,28,apprehend
645,5,ăpprehĕʹnſion,L.,,,n.,35.0,28,apprehension
646,4,ăpprehĕʹnſive,F.,,,a.,36.0,28,apprehensive
647,3,ăpprĕʹntĭce,F.,,,n.,37.0,28,apprentice
648,3,ăʹpprĭcoc,F.,,,n.,38.0,28,appricoc
649,2,ăpproaʹch,F.,,,v.,39.0,28,approach
650,3,ăpproaʹches,,,,n.,40.0,28,approaches
651,5,ăpprŏbāʹtion,L.,,,n.,41.0,28,approbation
652,4,ăpprōʹprĭāte,F.,,,v.,42.0,28,appropriate
653,6,ăpprŏprĭāʹtion,F.,,,n.,43.0,28,appropriation
654,2,ăpproʹve,L.,,,v.,44.0,28,approve
655,6,ăpprŏxĭmāʹtion,L.,,,n.,45.0,28,approximation
656,4,ăppŭʹrtĕnănce,F.,,,n.,46.0,28,appurtenance
657,2,aʹprīl,L.,,,n.,47.0,28,april
658,2,ăʹpr_o_n,,,,n.,48.0,28,apron
659,1,ăpt,L.,,,a.,49.0,28,apt
660,3,ăʹptĭtūde,L.,,,n.,50.0,28,aptitude
661,4,aquāʹrĭ_o_us,L.,,,n.,51.0,28,aquarious
662,3,aquăʹtic,L.,,,a.,52.0,28,aquatic
663,3,ăʹquĕdŭct,L.,,,n.,53.0,28,aqueduct
664,3,ăʹquē_o_us,L.,,,a.,54.0,28,aqueous
665,4,arāʹbĭā,,,,n.,55.0,28,arabia
666,3,aʹrăbic,,,,n.,56.0,28,arabic
667,3,ăʹrable,L.,,,a.,57.0,28,arable
668,2,ăʹrăc,,,,n.,58.0,28,arac
669,3,ăʹrbĭt_e_r,L.,,,n.,59.0,28,arbiter
670,4,ăʹrbĭtrăry,,,,a.,60.0,28,arbitrary
671,3,ăʹrbĭtrāte,L.,,,v.,61.0,28,arbitrate
672,4,ărbĭʹtrĕment,L.,,,n.,62.0,28,arbitrement
673,2,ăʹrbŏr,L.,,,n.,63.0,28,arbor
674,3,ăʹrbŏriſt,L.,,,n.,64.0,28,arborist
675,2,ăʹrb_o_ur,L.,,,n.,65.0,28,arbour
676,3,ărcāʹnum,L.,,,n.,66.0,28,arcanum
677,1,ărch,,,,n.,67.0,28,arch
678,3,ărc_h_ăʹngel,G.,,,n.,68.0,28,archangel
679,3,ărchbĭʹſhop,,,,n.,69.0,28,archbishop
680,3,archbŭʹtler,,,,n.,70.0,28,archbutler
681,4,ărch-chămbĕrlain,,nbSyll>1 et pas d'accent tonic,,n.,71.0,28,arch-chamberlain
682,3,ărchdeaʹcŏn,G.,,,n.,72.0,28,archdeacon
683,4,ărchdeaʹcŏnry,,,,n.,73.0,28,archdeaconry
684,2,archdūʹke,,,,n.,2.0,29,archduke
685,3,ărchdŭʹtcheſs,,,,n.,3.0,29,archdutchess
686,2,ăʹrchĕrs,,,,n.,4.0,29,archers
687,2,ăʹrches,,,,n.,5.0,29,arches
688,3,ăʹrc_h_ĕtȳpe,G.,,,n.,6.0,29,archetype
689,5,ărc_h_ĭpeʹlăgo,G.,,,n.,7.0,29,archipelago
690,3,ăʹrc_h_ĭtect,G.,,,n.,8.0,29,architect
691,4,ăʹrc_h_ĭtĕctūre,,,,n.,9.0,29,architecture
692,3,ăʹrc_h_ĭtrāve,,,,n.,10.0,29,architrave
693,2,ărc_h_īves,G.,nbSyll>1 et pas d'accent tonic,,n.,11.0,29,archives
694,2,ăʹrctic,G.,,,n.,12.0,29,arctic
695,3,ăʹrdĕncy,L.,,,n.,13.0,29,ardency
696,2,ăʹrdŏr,L.,,,n.,14.0,29,ardor
697,3,ăʹrdū_o_us,L.,,,a.,15.0,29,arduous
698,3,ăʹrėȧ,L.,,,n.,16.0,29,area
699,5,ărēŏpāʹgītes,G.,,,n.,17.0,29,areopagites
700,5,ărėȯpāʹgus,G.,,,n.,18.0,29,areopagus
701,2,ăʹrgent,F.,,,n.,19.0,29,argent
702,2,ăʹrgūe,L.,,,v.,20.0,29,argue
703,3,ăʹrgŏnauts,G.,,,n.,21.0,29,argonauts
704,3,ăʹrgūment,L.,,,n.,22.0,29,argument
705,6,ărgūmĕntāʹtion,L.,,,n.,23.0,29,argumentation
706,5,ărgūmĕʹntătive,,,,a.,24.0,29,argumentative
707,4,āʹrĭăniſm,,,,n.,25.0,29,arianism
708,4,arĭʹdĭty,L.,,,n.,26.0,29,aridity
709,3,āʹrĭes,L.,,,n.,27.0,29,aries
710,2,arīʹ_gh_t,,,,p.,28.0,29,aright
711,2,arīʹſe,,,,v.,29.0,29,arise
712,5,arĭſtŏʹcrăcy,G.,,,n.,30.0,29,aristocracy
713,5,arĭſtŏcrăʹtic,G.,,,a.,31.0,29,aristocratic
714,4,arĭʹthmetic,G.,,,n.,32.0,29,arithmetic
715,1,ark,L.,,,n.,33.0,29,ark
716,1,arm,,,,n.,34.0,29,arm
717,1,arms,,,,n.,35.0,29,arms
718,3,ărmāʹdā,,,,n.,36.0,29,armada
719,4,ărmădĭʹllo,,,,n.,37.0,29,armadillo
720,3,ăʹrmăment,L.,,,n.,38.0,29,armament
721,3,ărmĭʹllā,L.,,,n.,39.0,29,armilla
722,4,armĭʹnĭaniſm,,,,n.,40.0,29,arminianism
723,4,ărmĭʹpŏtent,L.,,,a.,41.0,29,armipotent
724,3,ăʹrmĭſtĭce,L.,,,n.,42.0,29,armistice
725,3,ăʹrmŏry,F.,,,n.,43.0,29,armory
726,2,ăʹrmо_u_r,F.,,,n.,44.0,29,armour
727,3,ăʹrmŏ_u_rĕr,F.,,,n.,45.0,29,armourer
728,3,ăʹrmŏ_u_ry,,,,n.,46.0,29,armoury
729,2,ăʹrmy,L.,,,n.,47.0,29,army
730,4,ărōmăʹtic,G.,,,a.,48.0,29,aromatic
731,2,arȯu̇nd,,nbSyll>1 et pas d'accent tonic,,p.,49.0,29,arouond
732,2,ărraiʹgn,F.,,,v.,50.0,29,arraign
733,3,ărrăʹng_e_ment,F.,,,n.,51.0,29,arrangement
734,2,ăʹrrănt,,,,a.,52.0,29,arrant
735,2,ăʹrrăs,,,,n.,53.0,29,arras
736,2,ărraʹy,F.,,,n.,54.0,29,array
737,2,ărreaʹrs,F.,,,n.,55.0,29,arrears
738,2,ărreʹſt,F.,,,n.,56.0,29,arrest
739,2,ărreʹt,F.,,,n.,57.0,29,arret
740,2,arrieʹre,F.,,,n.,58.0,29,arriere
741,2,ărrīʹve,F.,,,v.,59.0,29,arrive
742,3,ăʹrrŏgănce,L.,,,n.,60.0,29,arrogance
743,3,ăʹrrŏgănt,L.,,,a.,61.0,29,arrogant
744,3,ăʹrrŏgāte,L.,,,v.,62.0,29,arrogate
745,2,ăʹrro_w_,,,,n.,63.0,29,arrow
746,2,ăʹrſ_e_nal,F.,,,n.,64.0,29,arsenal
747,3,ăʹrſĕnic,,,,n.,65.0,29,arsenic
748,1,ărt,,,,n.,66.0,29,art
749,3,ăʹrtĕry,G.,,,n.,67.0,29,artery
750,2,ăʹrtful,,,,a.,68.0,29,artful
751,3,ărthrĭʹtic,G.,,,a.,69.0,29,arthritic
752,3,ăʹrtichōke,,,,n.,70.0,29,artichoke
753,3,ăʹrtĭcle,L.,,,n.,71.0,29,article
754,4,ărtĭʹcŭlāte,L.,,,a.,72.0,29,articulate
755,3,ăʹrtĭfĭce,L.,,,n.,73.0,29,artifice
756,4,ărtĭʹfĭcer,L.,,,n.,2.0,30,artificer
757,5,ărtĭfĭʹcĭal,L.,,,a.,3.0,30,artificial
758,4,ărtĭʹllĕry,F.,,,n.,4.0,30,artillery
759,3,ăʹrtĭſan,F.,,,n.,5.0,30,artisan
760,2,ăʹrtiſt,,,,n.,6.0,30,artist
761,2,ăʹrtleſs,,,,a.,7.0,30,artless
762,3,arŭʹſpĭce,L.,,,n.,8.0,30,aruspice
763,3,ăry̆ʹthmus,G.,,,n.,9.0,30,aryothmus
764,3,ăʹſăphy,,,,n.,10.0,30,asaphy
765,2,ăʹfar,,,,n.,11.0,30,afar
766,3,ăſbĕʹſtos,G.,,,n.,12.0,30,asbestos
767,4,aſcāʹrĭdès,G.,,,n.,13.0,30,ascarides
768,2,ăſcĕʹnd,L.,,,v.,14.0,30,ascend
769,3,ăſcĕʹndănt,,,,n.,15.0,30,ascendant
770,4,ăſcĕʹnſion,,,,n.,16.0,30,ascension
771,2,ăſcĕʹnt,L.,,,n.,17.0,30,ascent
772,3,ăſcĕrtaiʹn,,,,v.,18.0,30,ascertain
773,3,ăſcēʹtic,G.,,,n.,19.0,30,ascetic
774,3,ăʹſcĭī,G.,,,n.,20.0,30,ascii
775,2,aſcrīʹbe,L.,,,v.,21.0,30,ascribe
776,3,aſhāʹmed,,,,a.,22.0,30,ashamed
777,1,ăſh,,,,n.,23.0,30,ash
778,2,ăʹſhes,,,,n.,24.0,30,ashes
779,2,aſhōʹre,,,,p.,25.0,30,ashore
780,3,āʹſĭā,,,,n.,26.0,30,asia
781,4,āſĭăʹtics,,,,n.,27.0,30,asiatics
782,2,aſīʹde,,,,p.,28.0,30,aside
783,2,aſkăʹnce,,,,p.,29.0,30,askance
784,2,aſkeʹw,,,,p.,30.0,30,askew
785,2,aſlōʹpe,,,,a.,31.0,30,aslope
786,1,ăſp,,,,n.,32.0,30,asp
787,4,ăſpăʹrăgus,,,,n.,33.0,30,asparagus
788,2,ăʹſpĕct,L.,,,n.,34.0,30,aspect
789,4,ăſpĕʹrĭty,L.,,,n.,35.0,30,asperity
790,2,ăſpĕʹrſe,L.,,,v.,36.0,30,asperse
791,4,ăſpĕʹrſion,L.,,,n.,37.0,30,aspersion
792,3,ăſphăʹltos,G.,,,n.,38.0,30,asphaltos
793,5,ăſpirāʹtion,L.,,,n.,39.0,30,aspiration
794,2,ăſpīʹre,L.,,,v.,40.0,30,aspire
795,1,ăſs,,,,n.,41.0,30,ass
796,2,ăſſaiʹl,F.,,,v.,42.0,30,assail
797,3,ăſſaiʹlănts,,,,n.,43.0,30,assailants
798,4,ăſſăʹſſĭnāte,F.,,,v.,44.0,30,assassinate
799,2,ăſſauʹlt,F.,,,v.,45.0,30,assault
800,2,ăſſaʹy,F.,,,n.,46.0,30,assay
801,3,ăſſaʹyer,,,,n.,47.0,30,assayer
802,3,ăſſĕʹmblage,F.,,,n.,48.0,30,assemblage
803,3,ăſſĕʹmble,F.,,,v.,49.0,30,assemble
804,3,ăſſĕʹmbly,F.,,,n.,50.0,30,assembly
805,2,ăſſĕʹnt,L.,,,n.,51.0,30,assent
806,2,ăſſĕʹrt,L.,,,v.,52.0,30,assert
807,4,ăſſĕʹrtion,L.,,,n.,53.0,30,assertion
808,4,ăſſĕʹrtŏry,,,,a.,54.0,30,assertory
809,2,ăſſĕʹſs,,,,v.,55.0,30,assess
810,3,ăſſĕʹſſment,,,,n.,56.0,30,assessment
811,3,ăſſĕʹſſor,,,,n.,57.0,30,assessor
812,2,ăſſĕʹts,F.,,,n.,58.0,30,assets
813,6,ăſſĕvĕrāʹtion,L.,,,n.,59.0,30,asseveration
814,5,aſſĭdūʹĭty,L.,,,n.,60.0,30,assiduity
815,4,ăſſĭʹdū_o_us,L.,,,a.,61.0,30,assiduous
816,2,ăſſīʹ_g_n,L.,,,v.,62.0,30,assign
817,3,ăſſĭ_g_neeʹ,,,,n.,63.0,30,assignee
818,3,ăſſīʹ_g_nment,,,,n.,64.0,30,assignment
819,4,ăſſī_g_nable,,nbSyll>1 et pas d'accent tonic,,a.,65.0,30,assignable
820,5,ăſſĭgnāʹtion,L.,,,n.,66.0,30,assignation
821,4,ăſſĭʹmĭlāte,L.,,,v.,67.0,30,assimilate
822,4,ăſſĭʹmūlāte,,,,v.,68.0,30,assimulate
823,2,ăſſĭʹſt,L.,,,v.,69.0,30,assist
824,3,ăſſĭʹſtănce,,,pas de {POS} indiquée dans le dictionnaire.,,70.0,30,assistance
825,3,ăſſĭʹſtănt,,,,n.,71.0,30,assistant
826,2,ăſſīʹze,,,,n.,72.0,30,assize
827,3,ăſſīzer,,nbSyll>1 et pas d'accent tonic,,n.,73.0,30,assizer
828,3,ăſſīzes,,nbSyll>1 et pas d'accent tonic,,n.,2.0,31,assizes
829,4,ăſſŏʹcĭāte,L.,,,v.,3.0,31,associate
830,6,ăſſŏcĭāʹtion,L.,,,n.,4.0,31,association
831,2,ăſſuāʹge,,,,v.,5.0,31,assuage
832,2,ăſſūʹme,L.,,,v.,6.0,31,assume
833,3,ăſſŭʹm_p_fit,,,,n.,7.0,31,assumpfit
834,4,ăſſŭʹm_p_tion,L.,,,n.,8.0,31,assumption
835,3,ăſſŭʹmptive,,,,a.,9.0,31,assumptive
836,3,ăſſūʹrănce,F.,,,n.,10.0,31,assurance
837,2,ăſſūʹre,,,,v.,11.0,31,assure
838,3,ăʹſtĕrĭſk,G.,,,n.,12.0,31,asterisk
839,3,ăʹſtĕriſm,G.,,,n.,13.0,31,asterism
840,2,ăʹſt_h_mā,G.,,,n.,14.0,31,asthma
841,3,ăſt_h_măʹtic,G.,,,a.,15.0,31,asthmatic
842,3,ăſtŏʹniſh,F.,,,v.,16.0,31,astonish
843,4,aſtŏʹnĭſhment,F.,,,n.,17.0,31,astonishment
844,3,ăſtȯu̇ʹnded,,,,a.,18.0,31,astouonded
845,3,ăʹſtrăgal,G.,,,n.,19.0,31,astragal
846,2,aſtraʹy,,,,v.,20.0,31,astray
847,3,ăſtrėʹȧ,,,,n.,21.0,31,astrea
848,2,aſtrīʹde,,,,p.,22.0,31,astride
849,2,aſtrĭʹnge,L.,,,v.,23.0,31,astringe
