,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette,hwd,Sampa,ipa
251,3,ăʹlphăbĕt,G.,,,n.,49.0,24,alphabet,alphabet,{ l f @ b E t,ælfəbɛt
252,5,alphăbĕʹtĭcal,G.,,,a.,50.0,24,alphabetical,alphabetical,{ l f @ b E 4 i k @ l,ælfəbɛɾikəl
253,2,aʹlt_a_r,,,,n.,51.0,24,altar,altar,O: l t 3:r,Oːltɜ:r
254,2,aʹlt_e_r,L.,,,v.,52.0,24,alter,alter,O: l t 3:r,Oːltɜ:r
255,5,alte˘rāʹtion,L.,,,n.,53.0,24,alteration,alteration,O: l t 3:r eI S @ n,Oːltɜ:r?ʃən
256,5,alte˘rcāʹtion,L.,,,n.,55.0,24,altercation,altercation,A l t 3:r k eI S @ n,ɑltɜ:rk?ʃən
257,3,alte˘ʹrnāte,L.,,,a.,56.0,24,alternate,alternate,O: l t 3:r n @ t,Oːltɜ:rnət
258,5,alte˘rnāʹtion,L.,,,n.,57.0,24,alternation,alternation,O: l t 3:r n eI S @ n,Oːltɜ:rn?ʃən
259,3,alteʹrnative,,,,n.,58.0,24,alternative,alternative,O: l t 3:r n @ 4 i v,Oːltɜ:rnəɾiv
260,5,altĕʹrnătĭvely,,,,p.,59.0,24,alternatively,alternatively,O: l t 3:r n @ 4 i v l i:,Oːltɜ:rnəɾivliː
261,3,aʹltĭtude,L.,,,n.,61.0,24,altitude,altitude,{ l t @ t u d,æltətud
262,2,aʹltŭs,,,,n.,62.0,24,altus,altus,{ l t @ s,æltəs
263,2,ăʹlum,G.,,,n.,64.0,24,alum,alum,{ l @ m,æləm
264,4,amăʹlgămāte,,,,v.,66.0,24,amalgamate,amalgamate,@ m { l g @ m eI t,əmælgəm?t
265,6,amălgămaʹtion,,,,n.,67.0,24,amalgamation,amalgamation,@ m { l g @ m eI S @ n,əmælgəm?ʃən
266,2,amăʹſs,F.,,,v.,69.0,24,amass,amass,@ m { s,əmæs
267,2,amāʹze,,,,v.,71.0,24,amaze,amaze,@ m eI z,əm?z
268,3,aʹmăzons,G.,,,n.,72.0,24,amazons,amazons,{ m @ z A n z,æməzɑnz
269,4,ămbăʹſſădor,F.,,,n.,3.0,25,ambassador,ambassador,{ m b { s @ 4 3:r,æmbæsəɾɜ:r
270,4,ambăʹſſadreſs,,,,n.,4.0,25,ambassadress,ambassadress,{ m b { s @ d r\ @ s,æmbæsədɹəs
271,2,ăʹmb_e_r,,,,n.,5.0,25,amber,amber,{ m b 3:r,æmbɜ:r
272,4,ămbĭdĕʹxtr_o_us,L.,,,a.,8.0,25,ambidextrous,ambidextrous,{ m b @ d E k s t r\ @ s,æmbədɛkstɹəs
273,3,ăʹmbĭĕnt,L.,,,a.,9.0,25,ambient,ambient,{ m b i: @ n t,æmbiːənt
274,5,ambĭgūʹĭty,L.,,,n.,11.0,25,ambiguity,ambiguity,{ m b i g j u @ 4 i:,æmbigjuəɾiː
275,4,ambĭʹgu_o_us,L.,,,a.,12.0,25,ambiguous,ambiguous,{ m b I g j u @ s,æmbɪgjuəs
276,4,ămbĭʹtion,L.,,,n.,14.0,25,ambition,ambition,{ m b I S @ n,æmbɪʃən
277,4,ămbĭʹti_o_us,,,,a.,15.0,25,ambitious,ambitious,{ m b I S @ s,æmbɪʃəs
278,2,ăʹmble,F.,,,v.,16.0,25,amble,amble,{ m b @ l,æmbəl
279,4,ămbrōʹsĭā,G.,,,n.,19.0,25,ambrosia,ambrosia,{ m b r\ @U Z @,æmbɹoʊʒə
280,4,ambrŏʹsĭal,,,,a.,20.0,25,ambrosial,ambrosial,{ m b r\ @U Z @ l,æmbɹoʊʒəl
281,2,āʹme˘n,,,,p.,24.0,25,amen,amen,eI m E n,?mɛn
282,4,amēʹnable,F.,,,a.,25.0,25,amenable,amenable,@ m E n @ b @ l,əmɛnəbəl
283,2,ame˘ʹnd,L.,,,v.,26.0,25,amend,amend,@ m E n d,əmɛnd
284,3,ame˘ʹndment,,,,n.,27.0,25,amendment,amendment,@ m E n d m @ n t,əmɛndmənt
285,2,ame˘ʹnds,,,,n.,28.0,25,amends,amends,@ m E n d z,əmɛndz
286,4,amēʹnĭty,L.,,,n.,29.0,25,amenity,amenity,@ m E n @ 4 i:,əmɛnəɾiː
287,4,ămĕʹrĭcā,,,,n.,32.0,25,america,america,@ m E r\ @ k @,əmɛɹəkə
288,3,ăʹmĕthyſt,G.,,,n.,34.0,25,amethyst,amethyst,{ m i T i s t,æmiθist
289,4,ăʹmĭable,L.,,,a.,36.0,25,amiable,amiable,eI m i: @ b @ l,?miːəbəl
290,4,ăʹmĭcable,L.,,,a.,39.0,25,amicable,amicable,{ m i k @ b @ l,æmikəbəl
291,3,āʹmĭty,L.,,,n.,40.0,25,amity,amity,{ m i 4 i:,æmiɾiː
292,2,ăʹmmon,,,,n.,42.0,25,ammon,ammon,{ m @ n,æmən
293,5,ămmŭnĭʹtion,F.,,,n.,43.0,25,ammunition,ammunition,{ m j @ n I S @ n,æmjənɪʃən
294,3,ăʹmnĕſty,G.,,,n.,44.0,25,amnesty,amnesty,{ m n @ s t i:,æmnəstiː
295,4,ămŏrōʹſo,L.,,,n.,45.0,25,amoroso,amoroso,A m O: r\ @U s @U,ɑmOːɹoʊsoʊ
296,3,ăʹmŏr_o_us,L.,,,a.,46.0,25,amorous,amorous,{ m 3:r @ s,æmɜ:rəs
297,4,ămphĭʹbĭ_o_us,G.,,,a.,51.0,25,amphibious,amphibious,{ m f I b i: @ s,æmfɪbiːəs
298,5,amphĭtheʹatre,G.,,,n.,55.0,25,amphitheatre,amphitheatre,{ m p @ T i: @ 4 3:r,æmpəθiːəɾɜ:r
299,2,ăʹmple,L.,,,a.,56.0,25,ample,ample,{ m p @ l,æmpəl
300,6,amplĭfĭcāʹtion,,,,n.,57.0,25,amplification,amplification,{ m p l @ f @ k eI S @ n,æmpləfək?ʃən
301,3,ăʹmplĭfy,L.,,,v.,58.0,25,amplify,amplify,{ m p l @ f aI,æmpləf?
302,3,ăʹmplĭtūde,L.,,,n.,59.0,25,amplitude,amplitude,{ m p l @ t u d,æmplətud
303,5,ampūtāʹtion,L.,,,n.,60.0,25,amputation,amputation,{ m p j @ t eI S @ n,æmpjət?ʃən
304,3,ăʹmūlet,L.,,,n.,61.0,25,amulet,amulet,{ m j @ l @ t,æmjələt
305,2,amūʹſe,F.,,,v.,62.0,25,amuse,amuse,@ m j u z,əmjuz
306,3,amūʹſement,,,,n.,63.0,25,amusement,amusement,@ m j u z m @ n t,əmjuzmənt
307,2,ăʹnā,G.,,,n.,65.0,25,ana,ana,A n @,ɑnə
308,4,anăʹc_h_rŏniſm,G.,,,n.,70.0,25,anachronism,anachronism,@ n { k r\ @ n I z @ m,ənækɹənɪzəm
309,3,ăʹnăgrăm,G.,,,n.,72.0,25,anagram,anagram,{ n @ g r\ { m,ænəgɹæm
310,4,ănăʹlŏgy,G.,,,n.,4.0,26,analogy,analogy,@ n { l @ dZ i:,ənælə?iː
311,3,ăʹnărchy,G.,,,n.,8.0,26,anarchy,anarchy,{ n 3:r k i:,ænɜ:rkiː
312,4,ănăʹthĕmā,G.,,,n.,11.0,26,anathema,anathema,@ n { T @ m @,ənæθəmə
313,5,ănătŏʹmĭcal,,,,a.,14.0,26,anatomical,anatomical,{ n @ t A m @ k @ l,ænətɑməkəl
314,4,ănăʹtŏmiſt,,,,n.,15.0,26,anatomist,anatomist,@ n { 4 @ m @ s t,ənæɾəməst
315,4,ănăʹtŏmy,G.,,,n.,16.0,26,anatomy,anatomy,@ n { 4 @ m i:,ənæɾəmiː
316,3,ăʹncĕſtors,L.,,,n.,17.0,26,ancestors,ancestors,{ n s E s t 3:r z,ænsɛstɜ:rz
317,2,ăʹnc_h_or,L.,,,n.,18.0,26,anchor,anchor,{ N k 3:r,æŋkɜ:r
318,3,ăʹnc_h_ŏrage,,,,n.,19.0,26,anchorage,anchorage,{ N k 3:r @ dZ,æŋkɜ:rə?
319,3,ăʹnchŏvy,,,,n.,21.0,26,anchovy,anchovy,{ n tS @U v i:,æn?oʊviː
320,3,ăʹncĭent,F.,,,a.,23.0,26,ancient,ancient,eI n tS @ n t,?n?ənt
321,4,ăʹncĭently,,,,p.,24.0,26,anciently,anciently,eI n tS @ n t l i:,?n?əntliː
322,2,ăndăʹnte,,,,n.,26.0,26,andante,andante,A n d A n t eI,ɑndɑnt?
323,3,ane˘ʹcdŏtes,G.,,,n.,27.0,26,anecdotes,anecdotes,{ n @ k d @U t s,ænəkdoʊts
324,2,ăʹngel,G.,,,n.,29.0,26,angel,angel,eI n dZ @ l,?n?əl
325,4,ăngĕʹlĭcā,,,,n.,30.0,26,angelica,angelica,{ n dZ E l i k @,æn?ɛlikə
326,2,ăʹnger,,,,n.,32.0,26,anger,anger,{ N g 3:r,æŋgɜ:r
327,2,ăʹngī,,,,n.,33.0,26,angi,angi,{ n dZ i:,æn?iː
328,3,angīʹnā,L.,,,n.,34.0,26,angina,angina,{ n dZ aI n @,æn??nə
329,2,ăʹngle,L.,,,n.,35.0,26,angle,angle,{ N g @ l,æŋgəl
330,2,ăʹnguĭſh,L.,,,n.,39.0,26,anguish,anguish,{ N g w i S,æŋgwiʃ
331,3,ăʹngŭlar,L.,,,a.,40.0,26,angular,angular,{ N g j @ l 3:r,æŋgjəlɜ:r
332,3,ăʹnĭmal,L.,,,n.,44.0,26,animal,animal,{ n @ m @ l,ænəməl
333,3,ăʹnĭmāte,L.,,,v.,46.0,26,animate,animate,{ n @ m @ t,ænəmət
334,4,ăʹnĭmāted,,,,a.,47.0,26,animated,animated,{ n @ m eI 4 @ d,ænəm?ɾəd
335,5,ănĭmŏʹſity,L.,,,n.,48.0,26,animosity,animosity,{ n @ m A s @ 4 i:,ænəmɑsəɾiː
336,2,ăʹnnăls,L.,,,n.,50.0,26,annals,annals,{ n @ l z,ænəlz
337,3,ănnealʹing,,,,n.,52.0,26,annealing,annealing,@ n i: l i N,əniːliŋ
338,2,ănnĕʹx,L.,,,v.,53.0,26,annex,annex,{ n E k s,ænɛks
339,4,ănnīʹhĭlāte,L.,,,v.,54.0,26,annihilate,annihilate,@ n aI @ l eI t,ən?əl?t
340,6,annihĭlāʹtion,,,,n.,55.0,26,annihilation,annihilation,@ n aI @ l eI S @ n,ən?əl?ʃən
341,5,ănnĭvĕʹrſăry,L.,,,n.,56.0,26,anniversary,anniversary,{ n @ v 3:r s 3:r i:,ænəvɜ:rsɜ:riː
342,5,annŏtāʹtion,L.,,,n.,57.0,26,annotation,annotation,{ n @ t eI S @ n,ænət?ʃən
343,2,ănnоʹу,F.,,,v.,58.0,26,annoy,annoy,@ n OI,ən?
344,3,ănnoʹyănce,F.,,,n.,59.0,26,annoyance,annoyance,@ n OI @ n s,ən?əns
345,3,ăʹnnūal,L.,,,a.,60.0,26,annual,annual,{ n j u @ l,ænjuəl
346,4,annūʹĭty,L.,,,n.,61.0,26,annuity,annuity,@ n u @ 4 i:,ənuəɾiː
347,2,ănnuʹl,F.,,,v.,62.0,26,annul,annul,{ n @ l,ænəl
348,3,ăʹnnūlar,L.,,,a.,63.0,26,annular,annular,{ n j @ l 3:r,ænjəlɜ:r
349,2,ănoiʹnt,,,,v.,66.0,26,anoint,anoint,@ n OI n t,ən?nt
350,4,anōʹmălous,G.,,,a.,68.0,26,anomalous,anomalous,@ n A m @ l @ s,ənɑmələs
351,4,ănōʹmăly,G.,,,n.,69.0,26,anomaly,anomaly,@ n A m @ l i:,ənɑməliː
352,2,ăʹnſ_w_ĕr,,,,v.,72.0,26,answer,answer,{ n s 3:r,ænsɜ:r
353,1,ant,,,,n.,73.0,26,ant,ant,{ n t,ænt
354,4,ăntăʹgŏniſt,G.,,,n.,2.0,27,antagonist,antagonist,{ n t { g @ n @ s t,æntægənəst
355,3,ăntăʹrctic,G.,,,n.,3.0,27,antarctic,antarctic,{ n t A r\ k t i k,æntɑɹktik
356,4,ăntĕcēʹdent,L.,,,n.,5.0,27,antecedent,antecedent,{ n t E s @ d @ n t,æntɛsədənt
357,6,ante˘me˘rĭʹdĭan,L.,,,n.,9.0,27,antemeridian,antemeridian,{ n t @ m E r\ I 4 i: @ n,æntəmɛɹɪɾiːən
358,4,ăntĕʹrior,L.,,,n.,13.0,27,anterior,anterior,{ n t I r\ i: 3:r,æntɪɹiːɜ:r
359,2,ăʹnthem,G.,,,n.,14.0,27,anthem,anthem,{ n T @ m,ænθəm
360,5,antĭʹcĭpāte,L.,,,v.,22.0,27,anticipate,anticipate,{ n t I s @ p eI t,æntɪsəp?t
361,2,ăʹntic,F.,,,n.,23.0,27,antic,antic,{ n t i k,æntik
362,3,ăʹntĭdote,G.,,,n.,24.0,27,antidote,antidote,{ n t i d @U t,æntidoʊt
363,4,antĭʹpăthy,G.,,,n.,31.0,27,antipathy,antipathy,{ n t I p @ T i:,æntɪpəθiː
364,3,ănʹtĭquāte,L.,,,v.,36.0,27,antiquate,antiquate,{ n t @ k w eI t,æntəkw?t
365,2,ăʹntĭq_ue_,L.,,,a.,37.0,27,antique,antique,{ n t i: k,æntiːk
366,4,antĭʹquĭty,L.,,,n.,38.0,27,antiquity,antiquity,{ n t I k w @ 4 i:,æntɪkwəɾiː
367,4,antĭʹthe˘ſis,G.,,,n.,41.0,27,antithesis,antithesis,{ n t I T @ s @ s,æntɪθəsəs
368,2,ăʹntlers,,,,n.,45.0,27,antlers,antlers,{ n t l 3:r z,æntlɜ:rz
369,4,ănxīʹĕty,L.,,,n.,46.0,27,anxiety,anxiety,{ N z aI @ 4 i:,æŋz?əɾiː
370,3,ăʹnxĭ_o_us,,,,a.,47.0,27,anxious,anxious,{ N k S @ s,æŋkʃəs
371,2,ăʹpāce,,,,p.,48.0,27,apace,apace,@ p eI s,əp?s
372,2,aparʹt,,,,p.,49.0,27,apart,apart,@ p A r\ t,əpɑɹt
373,3,apăʹrtment,,,,n.,50.0,27,apartment,apartment,@ p A r\ t m @ n t,əpɑɹtmənt
374,3,ăʹpăthy,G.,,,n.,51.0,27,apathy,apathy,{ p @ T i:,æpəθiː
375,1,āpe,,,,n.,52.0,27,ape,ape,eI p,?p
376,3,ăʹpĕrtūre,L.,,,n.,54.0,27,aperture,aperture,{ p 3:r tS 3:r,æpɜ:r?ɜ:r
377,2,ăʹpex,L.,,,n.,55.0,27,apex,apex,eI p E k s,?pɛks
378,3,ăʹphŏriſm,G.,,pas de {POS} indiquée dans le dictionnaire.,,57.0,27,aphorism,aphorism,{ f 3:r I z @ m,æfɜ:rɪzəm
379,4,apŏʹcalypſe,G.,,,n.,58.0,27,apocalypse,apocalypse,@ p A k @ l I p s,əpɑkəlɪps
380,3,apŏʹllo,,,,n.,61.0,27,apollo,apollo,@ p A l @U,əpɑloʊ
381,4,apŏʹlogīze,G.,,,v.,63.0,27,apologize,apologize,@ p A l @ dZ aI z,əpɑlə??z
382,4,apŏʹlŏgy,G.,,,n.,65.0,27,apology,apology,@ p A l @ dZ i:,əpɑlə?iː
383,4,ăʹpŏplĕxy,G.,,,n.,67.0,27,apoplexy,apoplexy,{ p @ p l E k s i:,æpəplɛksiː
384,3,apŏʹſtle,G.,,,n.,72.0,27,apostle,apostle,@ p A s @ l,əpɑsəl
385,4,apŏʹſtrŏphè,G.,,,n.,73.0,27,apostrophe,apostrophe,@ p A s t r\ @ f i:,əpɑstɹəfiː
386,5,apŏʹthĕcary,G.,,,n.,2.0,28,apothecary,apothecary,@ p A T @ k E r\ i:,əpɑθəkɛɹiː
387,5,ăpŏthēʹŏſis,G.,,,n.,3.0,28,apotheosis,apotheosis,@ p A T i: @U s @ s,əpɑθiːoʊsəs
388,4,ăppărāʹtus,L.,,,n.,5.0,28,apparatus,apparatus,{ p 3:r { 4 @ s,æpɜ:ræɾəs
389,3,ăppăʹrel,F.,,,n.,6.0,28,apparel,apparel,@ p { r\ @ l,əpæɹəl
390,3,ăppāʹrent,L.,,,a.,7.0,28,apparent,apparent,@ p E r\ @ n t,əpɛɹənt
391,5,ăppărĭʹtion,L.,,,n.,8.0,28,apparition,apparition,{ p 3:r I S @ n,æpɜ:rɪʃən
392,2,ăppeaʹl,L.,,,v.,10.0,28,appeal,appeal,@ p i: l,əpiːl
393,2,ăppeaʹr,L.,,,v.,11.0,28,appear,appear,@ p I r\,əpɪɹ
394,3,ăppeaʹrănce,,,,n.,12.0,28,appearance,appearance,@ p I r\ @ n s,əpɪɹəns
395,2,ăppeaʹſe,F.,,,v.,13.0,28,appease,appease,@ p i: z,əpiːz
396,5,ăppĕllāʹtion,L.,,,n.,15.0,28,appellation,appellation,{ p @ l eI S @ n,æpəl?ʃən
397,3,ăppĕʹndage,L.,,,n.,17.0,28,appendage,appendage,@ p E n d i dZ,əpɛndi?
398,3,ăppĕʹndix,L.,,,n.,19.0,28,appendix,appendix,@ p E n d i k s,əpɛndiks
399,3,ăppĕrtaĭʹn,L.,,,v.,20.0,28,appertain,appertain,{ p 3:r t eI n,æpɜ:rt?n
400,3,ăʹppetīte,L.,,,n.,22.0,28,appetite,appetite,{ p @ t aI t,æpət?t
401,2,applauʹd,L.,,,v.,23.0,28,applaud,applaud,@ p l O: d,əplOːd
402,2,ăʹpple,,,,n.,24.0,28,apple,apple,{ p @ l,æpəl
403,5,applĭcāʹtion,L.,,,n.,25.0,28,application,application,{ p l @ k eI S @ n,æplək?ʃən
404,2,ăpplyʹ,L.,,,v.,26.0,28,apply,apply,@ p l aI,əpl?
405,2,ăppoiʹnt,F.,,,v.,27.0,28,appoint,appoint,@ p OI n t,əp?nt
406,3,ăppoiʹntment,F.,,,n.,28.0,28,appointment,appointment,@ p OI n t m @ n t,əp?ntmənt
407,4,ăppŏʹrtion,L.,,,v.,29.0,28,apportion,apportion,@ p O: r\ S @ n,əpOːɹʃən
408,2,ăppraiʹſe,F.,,,v.,31.0,28,appraise,appraise,@ p r\ eI z,əpɹ?z
409,3,ăppraiʹſer,,,,n.,33.0,28,appraiser,appraiser,@ p r\ eI z 3:r,əpɹ?zɜ:r
410,3,ăpprĕhĕʹnd,L.,,,v.,34.0,28,apprehend,apprehend,{ p r\ i h E n d,æpɹihɛnd
411,5,ăpprehĕʹnſion,L.,,,n.,35.0,28,apprehension,apprehension,{ p r\ i h E n S @ n,æpɹihɛnʃən
412,4,ăpprehĕʹnſive,F.,,,a.,36.0,28,apprehensive,apprehensive,{ p r\ i h E n s i v,æpɹihɛnsiv
413,3,ăpprĕʹntĭce,F.,,,n.,37.0,28,apprentice,apprentice,@ p r\ E n t @ s,əpɹɛntəs
414,2,ăpproaʹch,F.,,,v.,39.0,28,approach,approach,@ p r\ @U tS,əpɹoʊ?
415,3,ăpproaʹches,,,,n.,40.0,28,approaches,approaches,@ p r\ @U tS @ z,əpɹoʊ?əz
416,5,ăpprŏbāʹtion,L.,,,n.,41.0,28,approbation,approbation,{ p r\ @ b eI S @ n,æpɹəb?ʃən
417,4,ăpprōʹprĭāte,F.,,,v.,42.0,28,appropriate,appropriate,@ p r\ @U p r\ i: @ t,əpɹoʊpɹiːət
418,6,ăpprŏprĭāʹtion,F.,,,n.,43.0,28,appropriation,appropriation,@ p r\ @U p r\ i: eI S @ n,əpɹoʊpɹiː?ʃən
419,2,ăpproʹve,L.,,,v.,44.0,28,approve,approve,@ p r\ u v,əpɹuv
420,6,ăpprŏxĭmāʹtion,L.,,,n.,45.0,28,approximation,approximation,@ p r\ A k s @ m eI S @ n,əpɹɑksəm?ʃən
421,2,aʹprīl,L.,,,n.,47.0,28,april,april,eI p r\ @ l,?pɹəl
422,2,ăʹpr_o_n,,,,n.,48.0,28,apron,apron,eI p r\ @ n,?pɹən
423,1,ăpt,L.,,,a.,49.0,28,apt,apt,{ p t,æpt
424,3,ăʹptĭtūde,L.,,,n.,50.0,28,aptitude,aptitude,{ p t @ t u d,æptətud
425,3,aquăʹtic,L.,,,a.,52.0,28,aquatic,aquatic,@ k w A 4 i k,əkwɑɾik
426,3,ăʹquĕdŭct,L.,,,n.,53.0,28,aqueduct,aqueduct,{ k w @ d V k t,ækwədʌkt
427,3,ăʹquē_o_us,L.,,,a.,54.0,28,aqueous,aqueous,eI k w i: @ s,?kwiːəs
428,4,arāʹbĭā,,,,n.,55.0,28,arabia,arabia,3:r eI b i: @,ɜ:r?biːə
429,3,aʹrăbic,,,,n.,56.0,28,arabic,arabic,{ r\ @ b i k,æɹəbik
430,3,ăʹrable,L.,,,a.,57.0,28,arable,arable,E r\ @ b @ l,ɛɹəbəl
431,3,ăʹrbĭt_e_r,L.,,,n.,59.0,28,arbiter,arbiter,A r\ b i 4 3:r,ɑɹbiɾɜ:r
432,4,ăʹrbĭtrăry,,,,a.,60.0,28,arbitrary,arbitrary,A r\ b @ t r\ E r\ i:,ɑɹbətɹɛɹiː
433,3,ăʹrbĭtrāte,L.,,,v.,61.0,28,arbitrate,arbitrate,A r\ b @ t r\ eI t,ɑɹbətɹ?t
434,2,ăʹrbŏr,L.,,,n.,63.0,28,arbor,arbor,A r\ b 3:r,ɑɹbɜ:r
435,2,ăʹrb_o_ur,L.,,,n.,65.0,28,arbour,arbour,A r\ b 3:r,ɑɹbɜ:r
436,3,ărcāʹnum,L.,,,n.,66.0,28,arcanum,arcanum,A r\ k @ n @ m,ɑɹkənəm
437,1,ărch,,,,n.,67.0,28,arch,arch,A r\ tS,ɑɹ?
438,3,ărc_h_ăʹngel,G.,,,n.,68.0,28,archangel,archangel,A r\ k eI n dZ @ l,ɑɹk?n?əl
439,3,ărchbĭʹſhop,,,,n.,69.0,28,archbishop,archbishop,A r\ tS b I S @ p,ɑɹ?bɪʃəp
440,2,archdūʹke,,,,n.,2.0,29,archduke,archduke,A r\ tS d u k,ɑɹ?duk
441,2,ăʹrches,,,,n.,5.0,29,arches,arches,A r\ tS @ z,ɑɹ?əz
442,3,ăʹrc_h_ĕtȳpe,G.,,,n.,6.0,29,archetype,archetype,A r\ k i t aI p,ɑɹkit?p
443,5,ărc_h_ĭpeʹlăgo,G.,,,n.,7.0,29,archipelago,archipelago,A r\ k @ p E l @ g @U,ɑɹkəpɛləgoʊ
444,3,ăʹrc_h_ĭtect,G.,,,n.,8.0,29,architect,architect,A r\ k @ t E k t,ɑɹkətɛkt
445,4,ăʹrc_h_ĭtĕctūre,,,,n.,9.0,29,architecture,architecture,A r\ k @ t E k tS 3:r,ɑɹkətɛk?ɜ:r
446,3,ăʹrc_h_ĭtrāve,,,,n.,10.0,29,architrave,architrave,A r\ k @ t r\ eI v,ɑɹkətɹ?v
447,2,ărc_h_īves,G.,nbSyll>1 et pas d'accent tonic,,n.,11.0,29,archives,archives,A r\ k aI v z,ɑɹk?vz
448,2,ăʹrctic,G.,,,n.,12.0,29,arctic,arctic,A r\ k t i k,ɑɹktik
449,2,ăʹrdŏr,L.,,,n.,14.0,29,ardor,ardor,A r\ 4 3:r,ɑɹɾɜ:r
450,3,ăʹrdū_o_us,L.,,,a.,15.0,29,arduous,arduous,A r\ dZ u @ s,ɑɹ?uəs
451,3,ăʹrėȧ,L.,,,n.,16.0,29,area,area,E r\ i: @,ɛɹiːə
452,2,ăʹrgent,F.,,,n.,19.0,29,argent,argent,A r\ dZ i n t,ɑɹ?int
453,2,ăʹrgūe,L.,,,v.,20.0,29,argue,argue,A r\ g j u,ɑɹgju
454,3,ăʹrgŏnauts,G.,,,n.,21.0,29,argonauts,argonauts,A r\ g @ n O: t s,ɑɹgənOːts
455,3,ăʹrgūment,L.,,,n.,22.0,29,argument,argument,A r\ g j @ m @ n t,ɑɹgjəmənt
456,6,ărgūmĕntāʹtion,L.,,,n.,23.0,29,argumentation,argumentation,A r\ g j @ m E n t eI S @ n,ɑɹgjəmɛnt?ʃən
457,5,ărgūmĕʹntătive,,,,a.,24.0,29,argumentative,argumentative,A r\ g j @ m E n t @ 4 i v,ɑɹgjəmɛntəɾiv
458,4,āʹrĭăniſm,,,,n.,25.0,29,arianism,arianism,{ r\ i: @ n I z @ m,æɹiːənɪzəm
459,3,āʹrĭes,L.,,,n.,27.0,29,aries,aries,E r\ i: z,ɛɹiːz
460,2,arīʹſe,,,,v.,29.0,29,arise,arise,3:r aI z,ɜ:r?z
461,5,arĭſtŏʹcrăcy,G.,,,n.,30.0,29,aristocracy,aristocracy,E r\ @ s t A k r\ @ s i:,ɛɹəstɑkɹəsiː
462,5,arĭſtŏcrăʹtic,G.,,,a.,31.0,29,aristocratic,aristocratic,3:r I s t @ k r\ { 4 i k,ɜ:rɪstəkɹæɾik
463,4,arĭʹthmetic,G.,,,n.,32.0,29,arithmetic,arithmetic,E r\ i T m E 4 i k,ɛɹiθmɛɾik
464,1,ark,L.,,,n.,33.0,29,ark,ark,A r\ k,ɑɹk
465,1,arm,,,,n.,34.0,29,arm,arm,A r\ m,ɑɹm
466,1,arms,,,,n.,35.0,29,arms,arms,A r\ m z,ɑɹmz
467,3,ărmāʹdā,,,,n.,36.0,29,armada,armada,A r\ m A 4 @,ɑɹmɑɾə
468,4,ărmădĭʹllo,,,,n.,37.0,29,armadillo,armadillo,A r\ m @ d I l @U,ɑɹmədɪloʊ
469,3,ăʹrmăment,L.,,,n.,38.0,29,armament,armament,A r\ m @ m @ n t,ɑɹməmənt
470,3,ărmĭʹllā,L.,,,n.,39.0,29,armilla,armilla,A r\ m I l @,ɑɹmɪlə
471,3,ăʹrmĭſtĭce,L.,,,n.,42.0,29,armistice,armistice,A r\ m @ s t @ s,ɑɹməstəs
472,3,ăʹrmŏry,F.,,,n.,43.0,29,armory,armory,A r\ m 3:r i:,ɑɹmɜ:riː
473,2,ăʹrmо_u_r,F.,,,n.,44.0,29,armour,armour,A r\ m 3:r,ɑɹmɜ:r
474,2,ăʹrmy,L.,,,n.,47.0,29,army,army,A r\ m i:,ɑɹmiː
475,4,ărōmăʹtic,G.,,,a.,48.0,29,aromatic,aromatic,E r\ @ m { 4 i k,ɛɹəmæɾik
476,2,ărraiʹgn,F.,,,v.,50.0,29,arraign,arraign,3:r eI n,ɜ:r?n
477,3,ărrăʹng_e_ment,F.,,,n.,51.0,29,arrangement,arrangement,3:r eI n dZ m @ n t,ɜ:r?n?mənt
478,2,ăʹrrănt,,,,a.,52.0,29,arrant,arrant,{ r\ @ n t,æɹənt
479,2,ărraʹy,F.,,,n.,54.0,29,array,array,3:r eI,ɜ:r?
480,2,ărreaʹrs,F.,,,n.,55.0,29,arrears,arrears,3:r I r\ z,ɜ:rɪɹz
481,2,ărreʹſt,F.,,,n.,56.0,29,arrest,arrest,3:r E s t,ɜ:rɛst
482,2,ărrīʹve,F.,,,v.,59.0,29,arrive,arrive,3:r aI v,ɜ:r?v
483,3,ăʹrrŏgănce,L.,,,n.,60.0,29,arrogance,arrogance,E r\ @ g @ n s,ɛɹəgəns
484,3,ăʹrrŏgănt,L.,,,a.,61.0,29,arrogant,arrogant,E r\ @ g @ n t,ɛɹəgənt
485,3,ăʹrrŏgāte,L.,,,v.,62.0,29,arrogate,arrogate,{ r\ @U g eI t,æɹoʊg?t
486,2,ăʹrro_w_,,,,n.,63.0,29,arrow,arrow,{ r\ @U,æɹoʊ
487,2,ăʹrſ_e_nal,F.,,,n.,64.0,29,arsenal,arsenal,A r\ s @ n @ l,ɑɹsənəl
488,3,ăʹrſĕnic,,,,n.,65.0,29,arsenic,arsenic,A r\ s @ n i k,ɑɹsənik
489,1,ărt,,,,n.,66.0,29,art,art,A r\ t,ɑɹt
490,3,ăʹrtĕry,G.,,,n.,67.0,29,artery,artery,A r\ 4 3:r i:,ɑɹɾɜ:riː
491,2,ăʹrtful,,,,a.,68.0,29,artful,artful,A r\ t f @ l,ɑɹtfəl
492,3,ărthrĭʹtic,G.,,,a.,69.0,29,arthritic,arthritic,A r\ T r\ I 4 i k,ɑɹθɹɪɾik
